tilltalsnamn,2014,2015,2016,2017,2018,2019
Rebell,0,2,0,0,0,0
Rebella,0,0,0,0,0,2
Rebelle,0,0,0,0,0,0
Reber,0,0,2,0,0,2
Rebin,7,4,3,2,3,0
Reda,6,0,5,0,4,3
Redar,0,0,0,0,0,0
Redha,0,0,2,2,2,2
Redir,0,0,0,0,0,0
Redon,2,3,0,0,0,0
Redwan,0,0,2,0,0,0
Reem,7,6,4,12,13,8
Reema,0,0,0,2,0,4
Refael,0,0,0,0,0,0
Refif,0,0,0,0,0,0
Regina,3,2,0,5,2,2
Rehab,0,0,2,0,0,0
Rehabot,0,0,0,0,0,0
Reham,0,3,0,0,3,4
Rehan,0,0,2,4,4,7
Rehana,0,0,2,0,0,0
Rehanna,0,0,0,0,0,0
Rehef,0,0,0,0,0,0
Rei,2,0,0,0,6,2
Reidar,0,0,2,3,2,0
Reidun,0,0,2,0,0,0
Reina,0,2,3,4,3,0
Reis,0,0,0,0,0,0
Rejan,3,0,3,6,3,2
Rejana,0,0,2,0,0,0
Rejhan,0,0,0,0,0,2
Rejjan,0,0,0,0,0,0
Rekan,0,0,0,0,0,0
Rekardo,0,0,0,0,0,0
Relja,0,0,2,0,2,0
Rema,0,0,0,0,0,0
Remas,0,5,0,3,0,0
Remi,2,0,0,0,0,4
Rémi,0,0,0,2,0,0
Remo,0,2,0,0,0,0
Remus,0,0,0,0,0,2
Remy,0,2,0,2,3,0
Renad,2,0,3,0,0,2
Renaldo,0,0,0,0,0,0
Renas,3,3,0,0,0,4
Renata,0,0,0,0,0,0
Renaz,0,0,0,0,0,0
René,2,0,0,0,0,0
Renea,0,0,0,0,4,0
Renée,0,4,2,2,3,0
Rengin,0,0,0,0,0,0
Renn,0,0,3,0,0,0
Renwa,0,0,0,0,0,0
Reshat,0,0,0,0,0,0
Resul,2,0,0,0,0,0
Retaj,0,3,2,3,0,0
Retal,0,3,0,2,6,8
Reuben,3,4,6,7,3,3
Rewa,0,0,2,0,0,0
Revan,0,0,2,0,0,0
Rewan,0,0,3,0,0,0
Rewar,0,0,0,0,0,0
Rex,7,4,6,5,6,7
Rexhep,0,0,0,2,0,0
Rey,0,0,0,0,4,5
Reyan,5,0,9,2,5,3
Reyansh,0,0,3,5,2,3
Reyhan,0,0,0,0,0,0
Reyhana,0,0,0,0,2,0
Reys,2,0,0,0,0,0
Reyyan,0,0,0,0,0,5
Reza,4,5,4,7,2,4
Rezan,0,0,0,0,0,0
Ria,0,0,0,0,2,0
Riaan,0,0,3,0,0,2
Riad,3,2,0,6,4,0
Riam,0,0,0,0,0,0
Rian,3,4,4,0,6,6
Riana,0,0,3,3,3,2
Rianna,0,0,0,0,0,2
Ribal,0,0,2,2,0,0
Ricard,0,0,0,0,0,0
Ricardo,2,3,6,0,0,0
Riccardo,0,0,0,0,0,2
Ricco,0,0,0,0,0,0
Richard,9,10,15,7,5,8
Richardo,0,0,0,0,0,0
Richie,0,0,2,0,0,0
Richmond,0,0,0,2,0,0
Rick,0,0,0,0,0,0
Rickard,7,8,4,5,2,3
Rickardo,0,0,0,0,0,0
Rickie,0,0,0,0,0,0
Ricky,3,3,5,5,3,4
Rico,0,0,0,0,0,0
Rida,4,7,0,0,2,0
Ridda,0,0,0,0,0,0
Ridha,2,4,0,0,0,0
Ridon,0,0,0,0,0,0
Ridwaan,2,4,3,3,0,0
Ridvan,0,0,0,0,0,0
Ridwan,9,11,13,12,8,10
Rifa,0,0,0,0,0,0
Rifat,0,0,0,2,0,0
Rigmor,0,0,2,0,0,0
Rigon,0,2,2,0,0,0
Rigona,0,2,0,0,0,0
Rihaam,0,0,0,3,2,0
Rihab,0,0,0,0,0,0
Riham,4,5,5,8,10,5
Rihan,0,0,0,2,0,0
Rihana,0,2,2,0,0,0
Rihanna,8,2,5,5,4,8
Rihards,0,0,3,0,0,0
Rijad,0,0,0,3,0,0
Rika,0,0,0,0,0,0
Rikard,6,4,0,2,0,3
Rikardo,0,0,0,0,0,0
Rikke,0,2,0,0,0,2
Riku,0,0,2,0,0,0
Riley,6,6,2,3,7,11
Rim,7,2,12,8,5,10
Rima,8,6,11,13,8,12
Rimaas,0,0,0,2,0,0
Rimana,0,2,0,0,0,0
Rimas,6,4,4,4,2,3
Rimm,0,0,0,0,0,0
Rimon,0,2,0,0,0,0
Rina,3,3,5,0,0,3
Rinad,0,0,2,6,0,0
Rinaldo,0,0,0,0,0,0
Rinesa,0,0,0,0,0,0
Ringo,0,0,2,0,2,2
Rinor,2,0,0,4,0,0
Rinora,0,0,0,0,0,0
Rio,36,34,48,38,42,64
Río,0,0,0,0,0,0
Rion,6,5,6,6,4,3
Riona,0,0,0,2,0,0
Risha,0,0,2,0,0,2
Rishaan,0,0,0,2,0,0
Rishi,0,0,0,0,0,0
Ristin,0,0,0,0,0,0
Rita,12,13,15,15,9,11
Ritag,0,0,0,3,0,0
Ritaj,2,5,2,3,2,4
Rital,2,4,3,8,7,9
Ritta,4,0,0,3,3,6
Rittal,0,0,3,0,5,4
Rivan,0,0,0,0,2,2
Rivana,0,0,0,0,0,0
River,12,7,12,8,8,12
Riwer,0,0,2,3,4,0
Riya,0,0,2,0,0,0
Riyaan,4,2,2,2,2,0
Riyaaq,0,0,0,0,0,0
Riyad,0,2,0,3,0,0
Riyam,0,0,0,0,0,0
Riyan,3,3,4,9,2,4
Riyana,0,0,0,0,0,0
Riyaq,0,0,0,0,0,0
Riza,0,0,0,0,0,0
Rizah,0,0,0,0,0,0
Rizwan,0,0,0,0,0,0
Roa,0,0,0,0,0,0
Roaa,0,0,0,3,2,0
Roah,0,0,0,0,0,0
Roaida,0,0,0,0,0,0
Roan,0,0,0,0,4,0
Rob,0,0,2,0,0,0
Roba,0,0,0,0,0,0
Robar,2,0,0,0,0,0
Robbie,0,2,0,3,0,0
Robbin,0,0,0,0,0,0
Robel,2,0,2,0,4,0
Roben,0,0,0,0,0,0
Robert,26,16,11,19,11,12
Roberta,0,0,0,2,0,2
Robertino,0,0,0,0,2,0
Roberto,2,0,2,0,0,0
Roberts,0,0,0,0,0,0
Robiel,0,2,0,0,0,0
Robin,89,82,55,63,54,38
Robina,0,0,2,0,0,0
Robyn,4,3,0,0,0,2
Rocco,3,0,0,2,0,2
Rochelle,0,0,0,2,0,0
Rocky,7,6,4,4,5,4
Rod,0,0,0,0,2,0
Roda,3,3,2,0,0,0
Rode,2,0,2,0,0,0
Roderick,0,0,0,0,0,0
Rodi,3,0,2,3,5,3
Rodin,0,0,0,4,0,3
Rodina,5,0,6,4,5,5
Rodrigo,0,2,6,0,0,3
Roel,0,0,0,0,2,0
Roger,0,0,2,0,2,3
Rohaan,0,0,0,0,0,4
Roham,2,2,0,0,0,2
Rohan,2,0,6,9,0,5
Rohat,0,3,0,2,0,0
Rohey,0,0,3,2,0,0
Rohin,0,0,0,0,0,0
Roi,0,0,0,0,0,0
Roj,0,4,0,4,0,2
Roja,2,0,0,0,0,0
Rojbin,0,0,0,2,0,0
Rojda,0,0,0,0,0,0
Rojhat,0,0,0,0,0,0
Rojin,0,3,0,0,3,0
Rojyar,0,0,2,0,0,0
Rokaia,2,2,0,0,0,0
Rokaja,0,0,0,0,0,0
Rokan,0,0,0,2,0,0
Rokas,0,0,0,2,0,0
Rokaya,3,0,4,3,2,2
Rokeia,0,0,0,0,0,0
Rokhaya,2,0,0,0,0,0
Rokia,0,0,0,0,0,0
Roksana,2,0,2,0,0,0
Rola,0,0,0,2,0,0
Roland,4,2,0,3,2,2
Rolf,2,5,2,5,3,6
Roman,3,10,2,0,7,2
Romario,0,0,0,0,0,0
Romeo,18,18,19,13,6,13
Romi,0,0,0,2,0,0
Romina,0,3,0,2,3,3
Ron,0,0,0,4,0,0
Rona,0,0,3,0,0,2
Ronahi,0,0,0,0,0,0
Ronald,0,0,0,0,3,0
Ronaldo,2,2,0,0,0,0
Ronas,2,0,3,0,2,0
Ronela,0,0,0,2,0,0
Roni,8,10,10,8,9,3
Ronia,4,6,2,4,0,3
Ronija,0,0,0,0,0,0
Ronika,0,0,0,2,0,0
Ronin,0,0,0,0,0,0
Roniya,0,0,0,3,0,0
Ronja,139,173,172,160,194,166
Ronni,0,0,0,0,0,0
Ronnie,0,0,0,0,0,0
Ronny,3,0,4,4,0,0
Rony,0,0,0,0,0,0
Ronya,11,15,8,12,13,18
Ronyah,0,0,0,0,0,0
Ronza,0,0,3,0,0,0
Roqaia,0,0,0,0,0,0
Roqaya,0,0,0,4,0,2
Rory,0,3,0,0,0,0
Ros,2,4,0,0,2,0
Rosa,14,10,13,10,13,20
Rosalie,8,5,2,3,6,5
Rosalin,0,0,0,0,0,0
Rosalina,0,0,0,0,0,0
Rosalinda,0,3,0,0,0,0
Rosana,0,0,0,0,0,0
Rosanna,2,0,0,2,3,0
Rose,8,6,9,20,15,11
Rosel,2,0,2,2,0,0
Roselin,0,0,3,0,0,0
Rosell,0,0,0,3,0,0
Rosella,0,0,0,2,2,2
Rose-Marie,0,0,0,0,0,0
Rosemary,0,0,0,0,0,0
Roshan,0,0,0,3,0,0
Roshin,0,0,0,0,0,0
Roshna,0,0,0,0,2,0
Roshvan,0,0,0,0,0,0
Rosie,2,4,5,2,4,6
Rosina,0,0,0,0,0,0
Rosita,2,3,0,0,0,2
Roslin,2,3,0,0,2,0
Ross,0,0,0,0,0,0
Rostam,0,0,3,0,0,0
Rowaida,0,0,0,0,0,0
Rovan,0,0,0,0,2,0
Rowan,0,0,0,2,4,0
Roxana,4,2,3,4,3,0
Roxanna,11,9,4,4,9,5
Roxanne,4,0,0,0,0,0
Roxie,0,0,0,0,0,0
Roxsanna,0,0,0,0,0,0
Roxy,2,0,2,4,0,2
Roy,12,12,12,16,23,22
Roya,7,8,6,8,10,9
Royal,0,0,0,0,0,0
Royalty,0,0,0,0,0,0
Royana,0,0,0,0,0,0
Royar,0,0,0,2,2,0
Royce,2,0,0,2,0,0
Roz,2,0,2,5,7,5
Roza,4,4,3,3,7,2
Rozafa,0,0,0,0,0,0
Rozalia,0,3,0,0,0,0
Rozalin,0,2,0,0,0,0
Rozana,0,0,0,0,0,2
Rozelin,0,0,0,0,0,0
Rozerin,0,0,2,0,0,0
Rozh,0,0,2,0,0,0
Rozhin,0,0,0,0,0,0
Rozi,0,0,0,0,0,0
Rron,2,0,0,3,0,2
Ru,0,2,2,0,4,2
Ruana,0,0,0,0,0,0
Ruba,0,0,0,0,2,2
Ruben,73,77,89,92,83,88
Rubi,0,0,2,0,0,0
Rubin,0,0,2,0,0,0
Rubina,0,3,2,3,0,0
Ruby,6,9,10,13,9,7
Rudeina,0,2,0,0,0,0
Rudi,3,0,0,0,0,0
Rudian,0,0,0,0,0,0
Rudin,0,0,0,0,0,0
Rudina,0,0,0,0,0,0
Rudolf,0,0,0,2,0,0
Rue,0,0,0,2,0,0
Rufael,3,2,0,4,3,4
Rufaida,0,0,0,2,0,0
Rufta,3,6,7,20,19,12
Ruftalem,0,0,2,2,2,2
Ruftana,0,2,0,4,2,2
Rufus,19,29,17,16,13,15
Ruhama,0,0,0,0,3,0
Ruhi,0,0,0,0,0,0
Ruhollah,0,0,0,0,0,0
Rui,2,0,3,3,3,0
Rui Yun,0,0,0,0,0,0
Ruilin,0,0,0,2,0,0
Ruiqi,0,0,0,0,0,0
Ruixi,0,0,0,0,0,0
Ruiyang,0,0,2,0,0,0
Rukaia,2,0,2,0,0,0
Rukaya,0,2,2,0,2,0
Ruken,0,0,0,0,0,0
Rukhsar,0,0,2,0,0,0
Rukia,0,0,0,0,2,0
Rula,2,0,0,0,0,0
Rumaisa,0,0,0,0,2,0
Ruman,0,3,0,0,0,0
Rumana,0,0,0,0,2,0
Rumeisa,0,2,0,0,0,0
Rumejsa,2,0,0,0,0,0
Rumeysa,0,0,0,3,0,0
Rumi,0,2,0,0,5,3
Runa,2,6,5,6,5,8
Rúnar,0,0,0,2,0,0
Rune,12,9,7,12,11,17
Runo,0,2,2,0,0,0
Ruoxi,0,0,0,0,0,0
Rupert,0,0,0,0,0,0
Ruqaya,3,4,0,2,0,2
Ruqayah,2,0,3,0,0,0
Ruqayya,0,0,0,0,0,0
Ruqeya,0,0,0,0,0,0
Ruqia,0,0,3,0,0,0
Ruqiya,2,2,0,0,0,4
Rurik,0,0,0,0,0,0
Russell,0,0,2,0,0,0
Rustam,0,0,0,0,0,0
Rusul,0,0,2,0,0,0
Rut,94,100,117,119,121,111
Ruta,0,0,2,0,0,2
Rutger,0,0,0,0,2,0
Ruth,65,69,65,75,63,85
Ruwaida,2,0,3,0,0,0
Ruwayda,3,5,4,3,0,0
Ruweda,0,3,0,0,0,0
Ruweida,0,0,0,0,0,0
Ruweyda,7,14,11,5,5,8
Ruya,0,0,0,0,0,0
Rwan,0,0,0,0,0,0
Ryan,26,17,44,47,31,44
Ryder,0,0,2,0,0,0
Rylan,0,0,0,0,0,0
Rümeysa,0,0,0,0,0,0
Rytal,0,0,0,0,3,0
Rüveyda,0,0,0,0,0,0
Rüya,0,0,0,0,0,0
Rüzgar,0,0,2,0,0,0
Saabir,0,0,0,0,4,2
Saabiriin,0,3,0,0,0,0
Saacid,0,3,3,0,0,0
Saad,3,4,6,5,5,8
Saada,0,0,0,0,2,0
Saadaq,2,0,3,0,0,0
Saadia,0,0,0,0,0,0
Saahir,0,0,2,0,0,0
Saaid,0,0,0,0,2,0
Saajid,0,0,0,0,0,0
Saam,0,3,0,0,0,0
Saami,0,0,0,0,0,0
Saamiya,2,0,0,0,0,0
Saanvi,2,0,0,0,2,3
Saara,3,2,2,0,0,2
Saba,3,0,0,2,0,4
Sabaa,0,0,0,0,0,0
Sabah,0,0,0,4,3,0
Saban,0,0,0,0,0,0
Sabariin,0,3,0,0,0,0
Sabarin,4,0,0,2,0,0
Sabella,0,0,0,0,0,0
Saber,0,3,0,0,0,2
Sabiha,2,0,0,0,0,0
Sabin,0,0,0,0,0,0
Sabina,14,8,12,9,9,6
Sabine,0,2,0,0,0,0
Sabir,4,2,2,6,4,9
Sabira,2,0,0,0,0,0
Sabiriin,0,0,0,0,2,0
Sabirin,9,4,7,7,4,6
Sabri,3,0,3,0,0,2
Sabria,0,0,0,0,0,0
Sabriin,2,3,0,0,2,0
Sabrin,6,7,9,18,18,7
Sabrina,13,19,15,8,10,13
Sabrine,0,0,0,0,2,0
Sacdiya,0,0,2,0,0,0
Sacha,0,0,2,0,0,2
Sacharias,0,0,0,0,0,2
Sacid,0,0,0,2,0,0
Sackarias,2,0,0,0,0,0
Sada,0,0,0,3,0,0
Sadaf,0,0,2,2,0,2
Sadam,0,0,0,0,3,2
Sadan,5,0,0,0,0,2
Sadaq,0,0,0,2,0,0
Sadeen,0,0,0,0,0,0
Sadek,0,0,0,0,0,0
Sadia,2,0,5,4,3,0
Sadid,0,0,2,0,0,0
Sadie,0,0,0,0,3,3
Sadik,0,0,0,0,0,0
Sadin,0,0,0,0,0,0
Sadiq,0,3,0,0,3,0
Sadir,0,0,0,0,0,0
Sadiya,0,0,0,0,0,0
Sadra,0,2,0,0,0,0
Saed,2,0,0,0,0,0
Saeed,0,4,2,0,3,0
Safa,17,20,16,22,30,23
Safaa,5,2,0,2,6,2
Safeen,0,0,0,0,0,0
Safet,0,2,0,0,0,0
Saffa,0,0,0,4,0,0
Safi,0,0,0,0,2,0
Safia,9,13,10,18,12,10
Safiatou,0,0,0,0,0,0
Safie,0,0,0,0,0,0
Safija,0,0,0,3,2,0
Safin,0,0,2,0,0,0
Safina,0,0,0,0,0,0
Safir,0,2,2,0,0,0
Safira,2,2,3,4,5,6
Safiya,4,11,5,7,10,9
Safiyah,0,0,0,0,2,2
Safiye,0,0,0,0,0,0
Safiyo,0,0,0,0,0,0
Safo,2,0,0,0,0,0
Safreen,0,2,0,0,2,0
Safwaan,4,2,0,0,2,0
Safwan,6,3,5,5,5,13
Saga,501,656,567,564,541,519
Sagah,0,0,2,0,0,0
Sagal,5,10,4,3,4,0
Sagali,0,0,0,0,0,0
Saga-Li,0,3,3,4,0,0
Sagalie,2,0,0,0,0,0
Sage,0,0,0,0,0,0
Saha,0,0,0,0,0,0
Sahal,0,0,0,0,2,0
Sahand,0,0,2,0,3,2
Sahar,2,6,9,11,11,6
Sahara,0,0,0,2,0,0
Sahel,3,0,2,0,0,0
Sahil,2,0,0,0,0,4
Sahin,0,0,0,0,0,2
Sahit,0,0,0,0,0,0
Sahlina,0,0,0,0,0,0
Sahra,11,12,7,10,9,8
Sahro,2,0,0,0,0,0
Sai,0,0,0,2,0,2
Said,13,12,11,9,21,13
Saïd,0,0,0,0,0,0
Saida,0,3,0,0,0,3
Saido,0,2,0,0,0,0
Saif,13,5,4,8,8,8
Saifan,0,0,2,3,0,0
Saihou,2,0,0,0,0,0
Saikou,0,0,0,2,0,0
Saim,2,0,0,3,0,0
Saima,0,0,3,0,2,0
Saimi,0,0,0,0,0,0
Saimon,2,0,0,0,0,0
Saina,0,0,0,0,0,0
Sainabou,3,2,2,0,0,6
Sainey,0,0,0,0,2,0
Saira,2,0,0,0,0,0
Saisha,0,0,2,0,0,0
Sait,0,0,0,0,0,0
Saja,0,0,2,0,2,3
Sajad,4,2,0,0,0,0
Sajed,0,0,0,0,0,0
Sajida,0,0,3,0,0,0
Sajjad,2,0,0,0,0,0
Sajra,0,0,0,0,0,2
Sakari,0,0,0,0,0,2
Sakaria,3,4,0,0,0,2
Sakarias,7,13,3,14,8,11
Sakariya,2,0,0,5,3,0
Sakariye,9,5,5,3,4,3
Saki,0,2,0,0,0,0
Sakina,0,2,2,0,3,2
Sakura,0,0,0,0,2,0
Sala,0,0,0,0,0,0
Salaar,0,0,0,0,0,0
Salah,3,4,5,3,7,3
Salahudin,0,0,0,0,0,0
Salam,0,2,2,5,8,3
Salaman,0,0,0,2,0,0
Salar,0,3,0,2,0,2
Saleem,0,0,0,0,0,0
Saleh,7,7,7,9,14,10
Salem,0,3,6,2,5,4
Salha,0,0,0,0,2,0
Sali,0,0,0,4,0,0
Saliba,0,0,0,0,0,0
Salieu,0,0,0,0,0,2
Salih,5,4,3,2,6,5
Saliha,0,2,2,2,0,2
Salihom,0,0,0,0,0,0
Salim,7,4,8,10,10,12
Salima,0,2,2,4,2,0
Salin,0,2,0,0,0,0
Salina,3,0,3,0,2,2
Saliou,0,0,2,0,0,0
Salka,2,0,0,0,2,0
Salli,0,0,0,2,3,3
Sallie,4,7,7,9,7,7
Sally,125,156,189,190,187,214
Salma,51,44,50,55,50,37
Salma Mohamed,0,0,0,0,0,0
Salmaan,4,5,5,12,5,3
Salmah,2,0,0,0,0,0
Salman,27,29,27,26,22,17
Salme,0,0,0,0,0,0
Salmo,0,3,0,2,2,0
Salome,2,0,2,4,0,0
Salomé,0,0,2,0,0,2
Salomo,0,0,0,0,0,0
Salomon,3,0,4,4,2,2
Salsabil,0,0,0,0,0,0
Salwa,3,0,3,7,2,7
Salvador,0,0,0,0,0,0
Salve,0,0,2,0,0,0
Saly,3,0,0,2,0,0
Sam,233,303,291,299,355,378
Sama,9,10,5,12,7,10
Samaa,0,0,0,2,0,0
Samael,2,0,0,0,0,0
Samah,0,0,0,5,0,0
Samaira,0,0,0,0,2,0
Saman,2,0,0,2,0,0
Samanta,0,4,0,0,3,4
Samantha,19,12,13,9,10,8
Samanyu,0,2,0,0,0,0
Samar,2,2,2,3,4,3
Samara,0,0,0,0,3,2
Samarah,0,0,0,0,0,0
Samarth,0,0,0,0,0,0
Samatar,4,0,2,0,3,0
Samaya,0,2,0,0,0,0
Samba,0,0,0,0,2,0
Same,2,0,0,0,0,0
Samed,0,2,2,0,0,0
Sameer,0,0,2,2,2,0
Samer,0,4,5,4,4,4
Samet,0,0,0,0,0,0
Sami,41,42,36,42,30,39
Samia,7,4,7,7,7,5
Samiha,0,0,0,0,0,2
Samiir,2,2,0,3,3,2
Samiira,2,0,0,0,0,0
Samim,2,0,0,0,0,0
Samin,0,0,2,0,0,0
Samina,2,0,0,0,0,0
Samir,19,25,23,15,19,22
Samira,17,19,13,23,4,13
Samiya,5,11,2,6,7,9
Sammi,3,0,0,0,4,0
Sammie,0,2,0,4,2,0
Sammy,15,13,6,10,7,10
Samra,0,5,2,3,2,4
Samrawit,0,0,0,0,0,0
Samsam,4,2,0,2,0,0
Samsom,0,0,0,0,0,0
Samson,2,6,4,4,6,6
Samuel,222,218,175,197,195,162
Samuele,0,0,0,2,0,0
Samy,2,2,0,4,2,3
Samyah,0,0,0,0,0,0
Samyar,0,2,0,0,3,2
San,6,4,5,2,3,4
Sana,12,16,21,15,16,10
Sanaa,0,6,0,2,7,2
Sanad,2,4,0,2,6,0
Sanah,0,0,0,0,0,0
Sanam,2,0,0,2,0,0
Sanaz,0,0,0,0,4,0
Sander,39,33,34,37,23,37
Sandi,4,3,2,0,2,2
Sandie,2,0,0,0,0,0
Sandor,7,5,4,3,0,0
Sándor,0,0,0,0,0,0
Sandra,36,31,30,30,30,30
Sandrella,0,0,0,0,0,0
Sandrin,2,0,0,0,0,0
Sandrine,0,0,0,0,0,0
Sandro,6,4,3,6,5,6
Sandy,6,4,9,9,7,8
Sandybell,0,0,0,0,0,0
Sandybelle,0,0,0,0,0,0
Sanel,2,0,0,0,0,0
Sanela,2,0,0,0,0,0
Sani,0,0,3,0,0,0
Sania,4,0,0,0,0,0
Saniya,0,0,0,0,0,0
Sanja,3,3,0,3,0,0
Sanjin,0,0,0,0,0,0
Sanna,29,26,24,24,31,26
Sannah,0,2,0,0,0,0
Sanne,0,0,0,0,2,0
Sanni,0,0,0,0,0,0
Sannie,0,0,0,0,0,0
Sanny,0,0,0,2,2,0
Sansa,2,2,0,0,0,2
Santana,0,0,0,0,0,0
Santeri,0,0,0,0,0,0
Santi,0,0,0,0,0,2
Santiago,6,7,10,10,10,9
Santina,0,0,0,0,0,0
Santino,5,12,10,9,11,10
Santo,0,0,0,2,0,0
Santos,4,0,4,3,0,4
Sanvi,0,0,0,0,0,0
Sanya,0,0,0,0,0,2
Saoirse,0,0,0,0,2,2
Saphira,3,2,4,2,0,2
Sara,225,202,259,246,245,249
Sarah,48,37,53,61,52,30
Saranda,0,0,0,0,0,3
Sare,0,0,2,0,0,0
Saredo,2,0,0,0,0,0
Sargis,0,0,0,0,0,0
Sargon,2,2,0,0,0,6
Sari,0,0,0,3,0,4
Saria,0,0,0,0,0,0
Sarim,0,0,0,0,0,3
Sarin,0,0,0,0,0,0
Sarina,8,3,6,4,4,8
Sarkan,0,0,0,0,0,0
Sarlote,0,0,0,2,0,0
Sarmad,2,0,0,0,0,0
Sarmed,0,0,0,0,0,0
Saro,0,0,0,0,0,0
Saron,5,5,4,0,6,3
Sarp,0,0,0,2,0,0
Sarrinah,0,0,2,0,0,0
Sarya,2,0,2,0,2,2
Sasan,0,0,0,0,0,0
Sascha,2,0,0,2,2,0
Sasha,9,11,16,7,8,11
Saskia,2,4,2,4,2,0
Sati,0,0,0,0,0,0
Satvik,0,0,0,0,0,0
Saul,0,2,0,0,0,0
Saule,0,0,0,0,0,0
Sausan,0,0,2,0,0,0
Sava,0,0,0,0,2,2
Savan,0,0,0,0,0,0
Sawan,0,0,0,0,0,0
Savanna,4,7,4,0,6,2
Sawanna,0,0,0,0,0,0
Savannah,36,27,22,25,24,14
Savash,0,0,0,0,0,0
Sawda,0,0,0,0,4,0
Sawdah,0,0,0,0,0,0
Savia,0,0,0,0,0,0
Savio,0,0,3,0,0,0
Savo,2,0,0,0,0,0
Sawsan,0,0,0,0,0,2
Savva,0,0,0,0,0,0
Savvas,0,0,0,0,0,0
Saxon,0,0,0,0,2,0
Saya,2,3,5,5,0,0
Sayed,2,0,0,0,0,0
Sayen,0,0,2,0,0,0
Sayfullah,0,0,0,0,2,0
Saymon,0,0,0,2,0,0
Saynab,3,0,3,0,0,0
Sazan,0,0,0,0,0,0
Scarlet,0,0,0,0,0,2
Scarlett,0,7,7,5,8,8
Scilla,0,0,2,0,0,0
Scott,11,19,21,17,16,11
Sead,0,0,0,0,0,0
Sean,7,7,5,6,3,4
Seb,2,0,0,0,0,0
Seba,0,0,0,2,2,0
Sebasthian,0,0,0,0,0,0
Sebastian,234,204,147,169,114,99
Sebastián,5,0,0,3,0,3
Sebastien,0,0,0,0,0,0
Sebastijan,4,0,0,0,0,0
Sebaztian,0,0,0,0,0,0
Sebion,0,0,0,3,0,3
Sebyon,0,0,2,0,2,4
Seda,0,0,0,0,0,0
Sedat,0,0,0,0,0,3
Sedef,0,3,0,0,0,0
Sedra,4,2,3,9,6,10
Seedy,0,0,0,0,0,0
Seef,0,0,0,0,2,0
Seela,0,0,0,0,0,0
Sefa,0,0,2,0,0,0
Sefora,0,0,0,0,0,0
Sehajvir,0,0,0,0,0,0
Seham,0,0,0,0,0,0
Seher,0,0,0,0,0,0
Sehmus,0,2,0,0,0,0
Seid,0,0,0,0,0,0
Seif,6,2,2,3,6,3
Seija,0,0,2,0,0,0
Sejad,0,0,0,0,0,0
Sejfullah,2,0,0,0,0,0
Sejla,0,0,0,2,0,0
Sekou,0,0,0,0,0,0
Sela,0,0,2,0,0,0
Selah,0,0,3,0,0,0
Selda,4,2,2,4,5,4
Selen,0,0,0,3,3,2
Selena,17,10,11,14,17,16
Selene,0,0,0,2,3,2
Selihom,0,4,5,8,7,4
Selim,3,9,10,8,6,7
Selima,0,2,0,0,0,0
Selin,14,20,22,27,23,33
Selina,26,17,26,31,30,16
Seline,3,0,0,5,5,5
Selini,0,2,0,0,0,0
Selinn,0,0,2,0,0,0
Seljadin,0,0,0,0,0,0
Selma,386,417,378,518,532,486
Selman,3,0,2,0,0,0
Selmer,0,0,0,0,0,0
Selmin,0,0,0,0,0,0
Selsebil,0,0,0,0,0,0
Selva,0,0,0,0,0,0
Selwa,0,0,0,0,0,0
Selvana,0,0,0,0,0,0
Selver,0,0,0,2,0,0
Selvi,0,0,0,0,0,0
Selvije,0,0,0,0,0,0
Selvin,0,0,0,0,0,0
Sem,7,3,3,4,2,8
Sema,3,2,4,2,3,2
Semanur,0,0,0,0,0,0
Semere,0,0,0,2,0,0
Semi,0,0,0,0,0,0
Semih,2,2,3,3,0,0
Semiliana,0,0,0,0,0,0
Semin,0,2,2,0,0,0
Semina,0,0,0,0,0,0
Semir,2,2,2,0,0,0
Semira,0,0,0,0,0,0
Semra,0,0,0,0,0,0
Semrana,0,0,0,0,0,0
Sena,3,0,2,3,0,2
Senad,0,0,0,0,0,0
Senada,0,0,0,0,0,0
Senay,2,4,3,5,4,4
Sened,0,0,3,0,2,2
Senem,0,0,0,0,0,0
Senit,0,0,0,2,0,0
Senja,0,0,0,0,0,0
Sepand,0,0,0,0,0,0
Sepanta,0,2,0,0,0,0
September,0,0,0,0,0,0
Sera,2,0,0,0,0,0
Serafim,0,0,0,0,0,0
Serafina,0,0,0,3,2,0
Seraj,2,0,0,0,4,3
Seraphina,0,0,2,0,0,0
Seraphine,0,0,0,2,0,0
Sercan,0,0,0,0,0,0
Serdar,0,0,0,0,0,0
Serena,2,5,10,5,5,4
Serene,0,0,2,0,0,0
Sergei,0,2,0,0,0,0
Sergej,0,0,0,0,0,0
Sergel,0,0,0,0,0,0
Sergio,3,0,2,0,0,0
Sergo,0,0,0,0,0,0
Serhat,0,5,0,0,0,0
Serif,2,0,0,0,2,0
Serife,0,0,0,0,0,0
Serin,3,0,2,2,3,0
Serina,0,3,0,0,2,0
Serine,2,0,3,0,0,0
Serkan,0,0,0,0,0,0
Serli,0,0,0,0,0,0
Sesen,0,0,0,0,0,0
Sesina,0,0,0,2,0,0
Set,0,2,3,2,0,0
Setare,0,0,0,0,0,0
Setareh,0,0,0,0,0,0
Setayesh,3,0,0,2,2,0
Seth,36,44,54,43,37,32
Setna,0,0,0,0,0,0
Sewa,0,0,0,0,0,0
Seval,0,0,0,0,0,0
